x, Bphi, vr, vz, rho, Omega, Psi, T, P, Bphi', vr', vz', rho', Omega', Psi', T', P'
        1.770100000000001E+000,       -2.507710542749558E-001,       -1.622359318886952E-001,        1.142749048161143E+000,        4.662392144696997E-005,        1.161386724880704E+000,        8.084691262523908E-001,        1.325551705717638E+000,        6.190393151440361E-005,       -1.183673009996780E-002,       -4.368741034813189E-001,        3.204858746097947E+000,       -1.236658624564909E-004,        2.611916060169053E-001,       -1.148950242858733E-001,        2.457835108133710E-001,       -1.524661038171213E-004
        1.780100000000001E+000,       -2.508894761181085E-001,       -1.666342882507417E-001,        1.175039857366497E+000,        4.541167664420951E-005,        1.163998305217065E+000,        8.073207324648292E-001,        1.328012124515885E+000,        6.040877018896010E-005,       -1.184763949559485E-002,       -4.427856303578415E-001,        3.253246360721840E+000,       -1.188230492178570E-004,        2.611261018402188E-001,       -1.147837300977962E-001,        2.463006611045835E-001,       -1.466135240539255E-004
        1.790100000000001E+000,       -2.510080070841579E-001,       -1.710914183686009E-001,        1.207812832476951E+000,        4.424668383126262E-005,        1.166609280708434E+000,        8.061734517122686E-001,        1.330477727318177E+000,        5.897074044032341E-005,       -1.185855467517456E-002,       -4.486283977041221E-001,        3.301287969698988E+000,       -1.142131792601595E-004,        2.610707388567341E-001,       -1.146724173825377E-001,        2.468203197000910E-001,       -1.410371105229394E-004
        1.800100000000001E+000,       -2.511266472307963E-001,       -1.756066164274937E-001,        1.241064376287460E+000,        4.312668114325313E-005,        1.169219756001415E+000,        8.050272841770814E-001,        1.332948539460646E+000,        5.758715980841574E-005,       -1.186947560731547E-002,       -4.543986922551667E-001,        3.348955502770766E+000,       -1.098228666049113E-004,        2.610261828066864E-001,       -1.145610867155738E-001,        2.473425384189017E-001,       -1.357211668528431E-004
        1.810100000000001E+000,       -2.512453966153280E-001,       -1.801791361590177E-001,        1.274790585014201E+000,        4.204953695209390E-005,        1.171829843048145E+000,        8.038822300359661E-001,        1.335424586845684E+000,        5.625549874209372E-005,       -1.188040224431856E-002,       -4.600919234006355E-001,        3.396214781389966E+000,       -1.056394223860823E-004,        2.609932368058361E-001,       -1.144497386614285E-001,        2.478673798522373E-001,       -1.306507734462353E-004
        1.820100000000001E+000,       -2.513642552944723E-001,       -1.848081811883632E-001,        1.308987178292579E+000,        4.101324327192089E-005,        1.174439662763698E+000,        8.027382894600151E-001,        1.337905896067731E+000,        5.497337327774520E-005,       -1.189133451600217E-002,       -4.657025993522487E-001,        3.443024170789339E+000,       -1.016507917558475E-004,        2.609729020016012E-001,       -1.143383737741886E-001,        2.483949210652660E-001,       -1.258117123049421E-004
        1.830100000000001E+000,       -2.514832233240979E-001,       -1.894928910713457E-001,        1.343649398153503E+000,        4.001591013055412E-005,        1.177049347415648E+000,        8.015954626148311E-001,        1.340392494601924E+000,        5.373853893853850E-005,       -1.190227232034574E-002,       -4.712234473285020E-001,        3.489329578739343E+000,       -9.784542030644882E-005,        2.609664687122078E-001,       -1.142269925979370E-001,        2.489252619005364E-001,       -1.211902961004982E-004
        1.840100000000001E+000,       -2.516023007588459E-001,       -1.942323209923879E-001,        1.378771862345890E+000,        3.905576108430786E-005,        1.179659044087008E+000,        8.004537496606239E-001,        1.342884411074991E+000,        5.254888609537761E-005,       -1.191321551111765E-002,       -4.766447773026742E-001,        3.535059376833869E+000,       -9.421213813470212E-005,        2.609756360442581E-001,       -1.141155956670909E-001,        2.494585345010524E-001,       -1.167732187112205E-004
        1.850100000000001E+000,       -2.517214876515792E-001,       -1.990254116760728E-001,        1.414348347152151E+000,        3.813113021798927E-005,        1.182268919803854E+000,        7.993131507522971E-001,        1.345381675665071E+000,        5.140243726868072E-005,       -1.192416387556708E-002,       -4.819530569305428E-001,        3.580114816547686E+000,       -9.073996989069502E-005,        2.610027274451486E-001,       -1.140041835066166E-001,        2.499949205898521E-001,       -1.125473038704938E-004
        1.860100000000001E+000,       -2.518407840525665E-001,       -2.038709440153169E-001,        1.450371460056221E+000,        3.724046118586938E-005,        1.184879169263198E+000,        7.981736660395727E-001,        1.347884320705547E+000,        5.029734713447960E-005,       -1.193511709840989E-002,       -4.871293929558746E-001,        3.624357758416909E+000,       -8.741792223288326E-005,        2.610510378873136E-001,       -1.138927566320746E-001,        2.505346758015340E-001,       -1.084992198564588E-004
        1.870100000000001E+000,       -2.519601900082243E-001,       -2.087674690273671E-001,        1.486832134547395E+000,        3.638230926650719E-005,        1.187490026743559E+000,        7.970352956670476E-001,        1.350392381621361E+000,        4.923190666920221E-005,       -1.194607471111514E-002,       -4.921462861893230E-001,        3.667587778978756E+000,       -8.423460630416512E-005,        2.611253207353353E-001,       -1.137813155494068E-001,        2.510781687521324E-001,       -1.046149670364109E-004
        1.880100000000001E+000,       -2.520797055592031E-001,       -2.137131964208930E-001,        1.523718826509458E+000,        3.555534820199005E-005,        1.190101785077188E+000,        7.958980397750421E-001,        1.352905898410655E+000,        4.820455369762554E-005,       -1.195703600044363E-002,       -4.969612964029698E-001,        3.709499198671513E+000,       -8.117754991689265E-005,        2.612326662604225E-001,       -1.136698607543321E-001,        2.516259629992241E-001,       -1.008789373699910E-004
        1.890100000000001E+000,       -2.521993307368272E-001,       -2.187058102175900E-001,        1.561016184678186E+000,        3.475838513971983E-005,        1.192714826934161E+000,        7.947618984968042E-001,        1.355424918056677E+000,        4.721389474302266E-005,       -1.196799981726947E-002,       -5.015095791278728E-001,        3.749620791698470E+000,       -7.823230443219140E-005,        2.613843423151884E-001,       -1.135583927310476E-001,        2.521789259152423E-001,       -9.727268259330518E-005
        1.900100000000001E+000,       -2.523190655578726E-001,       -2.237421506794579E-001,        1.598702757028553E+000,        3.399039025463958E-005,        1.195329679038303E+000,        7.936268719629738E-001,        1.357949498816752E+000,        4.625874683421689E-005,       -1.197896428401632E-002,       -5.056838838581814E-001,        3.787177494668657E+000,       -7.538033774017215E-005,        2.615985991974206E-001,       -1.134469119497290E-001,        2.527384897123558E-001,       -9.377201195721307E-005
        1.910100000000001E+000,       -2.524389100140305E-001,       -2.288176356320691E-001,        1.636746817858834E+000,        3.325055445159929E-005,        1.197947110469811E+000,        7.924929602988580E-001,        1.360479717908269E+000,        4.533821836496621E-005,       -1.198992612630615E-002,       -5.092977911520102E-001,        3.820824985990030E+000,       -7.259506100867735E-005,        2.619070932142206E-001,       -1.133354188616616E-001,        2.533071335477612E-001,       -9.034150548561056E-005
        1.920100000000001E+000,       -2.525588640520172E-001,       -2.339251337163231E-001,        1.675098242499124E+000,        3.253840603209334E-005,        1.200568324288118E+000,        7.913601636253810E-001,        1.363015686488774E+000,        4.445187125958457E-005,       -1.200087928371116E-002,       -5.120086988802648E-001,        3.848089506526020E+000,       -6.983352776374897E-005,        2.623682284880269E-001,       -1.132239138894843E-001,        2.538894215744685E-001,       -8.692303669839579E-005
        1.930100000000001E+000,       -2.526789275314247E-001,       -2.390525847514113E-001,        1.713671346222253E+000,        3.185406164379601E-005,        1.203195362249276E+000,        7.902284820594473E-001,        1.365557581315342E+000,        4.360006879663982E-005,       -1.201181153640521E-002,       -5.131261693564939E-001,        3.863990327708804E+000,       -6.701593579670734E-005,        2.630995600819578E-001,       -1.131123974063049E-001,        2.544945422709427E-001,       -8.340743435862767E-005
        1.940100000000001E+000,       -2.527991001258105E-001,       -2.441774136716912E-001,        1.752304597027294E+000,        3.119882051919072E-005,        1.205832054786639E+000,        7.890979157147052E-001,        1.368105719063327E+000,        4.278479820285719E-005,       -1.202269548134465E-002,       -5.111007595077297E-001,        3.857352196855778E+000,       -6.397092863252998E-005,        2.643644639599048E-001,       -1.130008696864453E-001,        2.551431096417829E-001,       -7.955882923153400E-005
        1.950100000000001E+000,       -2.529193810561822E-001,       -2.492514667490583E-001,        1.790651964424595E+000,        3.057677300161811E-005,        1.208486583313070E+000,        7.879684647058240E-001,        1.370660756721139E+000,        4.201189627854911E-005,       -1.203345979760073E-002,       -5.019048125284975E-001,        3.799122959906529E+000,       -6.026229495672709E-005,        2.668481226546955E-001,       -1.128893307725947E-001,        2.558887075342596E-001,       -7.477491188318753E-005
        1.960100000000002E+000,       -2.530397682254630E-001,       -2.541522092876412E-001,        1.827830868492557E+000,        3.000001858885342E-005,        1.211179782539894E+000,        7.868401291417113E-001,        1.373224340805711E+000,        4.129826921622831E-005,       -1.204387825227875E-002,       -4.727666418429184E-001,        3.597167725660414E+000,       -5.451864417105838E-005,        2.727233937135420E-001,       -1.127777800464794E-001,        2.569012436926221E-001,       -6.715928711714455E-005
